date,machine,cpu,config,operation,latency_ns,throughput_bytes_s,commit
2026-08-30T14:44:29,aws-c7i.12xlarge,Intel Xeon Platinum 8488C,bench_stable,mem_random_read,26.27,2436511555,
2026-08-30T14:44:29,aws-c7i.12xlarge,Intel Xeon Platinum 8488C,bench_stable,mem_random_write,23.92,2675041502,
2026-08-30T14:44:29,aws-c7i.12xlarge,Intel Xeon Platinum 8488C,bench_stable,seq_mem_read_single,104206519.32,10303979357,
2026-08-30T14:44:29,aws-c7i.12xlarge,Intel Xeon Platinum 8488C,bench_stable,seq_mem_read_threaded,9990493.04,107476359789,
2026-08-30T14:44:29,aws-c7i.12xlarge,Intel Xeon Platinum 8488C,bench_stable,seq_mem_write_single,133393031.68,8049459634,
2026-08-30T14:44:29,aws-c7i.12xlarge,Intel Xeon Platinum 8488C,bench_stable,seq_mem_write_threaded,8496121.34,126380236511,
2026-08-30T14:44:29,aws-c7i.12xlarge,Intel Xeon Platinum 8488C,bench_stable,ssd_read_seq,62464.05,131147429,
2026-08-30T14:44:29,aws-c7i.12xlarge,Intel Xeon Platinum 8488C,bench_stable,ssd_write_fsync,4177980.06,1960756,
2026-08-30T14:44:29,aws-c7i.12xlarge,Intel Xeon Platinum 8488C,bench_stable,ssd_write_no_fsync,3134.27,2613690880,
2026-08-30T14:46:28,aws-c7a.12xlarge,AMD EPYC 9R14,bench_stable,mem_random_read,16.93,3780846577,
2026-08-30T14:46:28,aws-c7a.12xlarge,AMD EPYC 9R14,bench_stable,mem_random_write,19.63,3260210751,
2026-08-30T14:46:28,aws-c7a.12xlarge,AMD EPYC 9R14,bench_stable,seq_mem_read_single,30239918.94,35507430630,
2026-08-30T14:46:28,aws-c7a.12xlarge,AMD EPYC 9R14,bench_stable,seq_mem_read_threaded,4966041.42,216216848117,
2026-08-30T14:46:28,aws-c7a.12xlarge,AMD EPYC 9R14,bench_stable,seq_mem_write_single,39131630.34,27439230481,
2026-08-30T14:46:28,aws-c7a.12xlarge,AMD EPYC 9R14,bench_stable,seq_mem_write_threaded,7979682.55,134559466122,
2026-08-30T14:46:28,aws-c7a.12xlarge,AMD EPYC 9R14,bench_stable,ssd_read_seq,62601.52,130859438,
2026-08-30T14:46:28,aws-c7a.12xlarge,AMD EPYC 9R14,bench_stable,ssd_write_fsync,2841023.16,2883468,
2026-08-30T14:46:28,aws-c7a.12xlarge,AMD EPYC 9R14,bench_stable,ssd_write_no_fsync,3881.20,2110688232,
2026-08-30T14:48:28,aws-c7g.12xlarge,Neoverse-V1,bench_stable,mem_random_read,32.90,1945347116,
2026-08-30T14:48:28,aws-c7g.12xlarge,Neoverse-V1,bench_stable,mem_random_write,21.55,2969491792,
2026-08-30T14:48:28,aws-c7g.12xlarge,Neoverse-V1,bench_stable,seq_mem_read_single,35746164.84,30037958724,
2026-08-30T14:48:28,aws-c7g.12xlarge,Neoverse-V1,bench_stable,seq_mem_read_threaded,4226892.65,254026281750,
2026-08-30T14:48:28,aws-c7g.12xlarge,Neoverse-V1,bench_stable,seq_mem_write_single,41671098.17,25767063289,
2026-08-30T14:48:28,aws-c7g.12xlarge,Neoverse-V1,bench_stable,seq_mem_write_threaded,9817356.38,109371788348,
2026-08-30T14:48:28,aws-c7g.12xlarge,Neoverse-V1,bench_stable,ssd_read_seq,62469.64,131135696,
2026-08-30T14:48:28,aws-c7g.12xlarge,Neoverse-V1,bench_stable,ssd_write_fsync,2862101.24,2862233,
2026-08-30T14:48:28,aws-c7g.12xlarge,Neoverse-V1,bench_stable,ssd_write_no_fsync,3160.64,2591877592,
