date,machine,cpu,config,operation,latency_ns,throughput_bytes_s,commit
2026-07-20T11:05:37,gcp-c4-standard-48-lssd,Intel Xeon 6985P-C,bench_stable,mem_random_read,33.13,1931786996,
2026-07-20T11:05:37,gcp-c4-standard-48-lssd,Intel Xeon 6985P-C,bench_stable,mem_random_write,31.64,2022598127,
2026-07-20T11:05:37,gcp-c4-standard-48-lssd,Intel Xeon 6985P-C,bench_stable,seq_mem_read_single,44735402.18,24002060373,
2026-07-20T11:05:37,gcp-c4-standard-48-lssd,Intel Xeon 6985P-C,bench_stable,seq_mem_read_threaded,5536194.40,193949443718,
2026-07-20T11:05:37,gcp-c4-standard-48-lssd,Intel Xeon 6985P-C,bench_stable,seq_mem_write_single,92452520.85,11613981037,
2026-07-20T11:05:37,gcp-c4-standard-48-lssd,Intel Xeon 6985P-C,bench_stable,seq_mem_write_threaded,8529179.46,125890401255,
2026-07-20T11:05:37,gcp-c4-standard-48-lssd,Intel Xeon 6985P-C,bench_stable,ssd_read_seq,1061.25,7719169519,
2026-07-20T11:05:37,gcp-c4-standard-48-lssd,Intel Xeon 6985P-C,bench_stable,ssd_write_fsync,177497.84,46152674,
2026-07-20T11:05:37,gcp-c4-standard-48-lssd,Intel Xeon 6985P-C,bench_stable,ssd_write_no_fsync,2017.55,4060369024,
2026-07-20T11:10:19,gcp-c4d-standard-48-lssd,AMD EPYC 9B45,bench_stable,mem_random_read,21.37,2994628158,
2026-07-20T11:10:19,gcp-c4d-standard-48-lssd,AMD EPYC 9B45,bench_stable,mem_random_write,17.81,3593305442,
2026-07-20T11:10:19,gcp-c4d-standard-48-lssd,AMD EPYC 9B45,bench_stable,seq_mem_read_single,21717872.87,49440469167,
2026-07-20T11:10:19,gcp-c4d-standard-48-lssd,AMD EPYC 9B45,bench_stable,seq_mem_read_threaded,7571963.73,141804934974,
2026-07-20T11:10:19,gcp-c4d-standard-48-lssd,AMD EPYC 9B45,bench_stable,seq_mem_write_single,33992776.99,31587352343,
2026-07-20T11:10:19,gcp-c4d-standard-48-lssd,AMD EPYC 9B45,bench_stable,seq_mem_write_threaded,10192187.76,105349494033,
2026-07-20T11:10:19,gcp-c4d-standard-48-lssd,AMD EPYC 9B45,bench_stable,ssd_read_seq,558.57,14665916869,
2026-07-20T11:10:19,gcp-c4d-standard-48-lssd,AMD EPYC 9B45,bench_stable,ssd_write_fsync,96219.55,85138627,
2026-07-20T11:10:19,gcp-c4d-standard-48-lssd,AMD EPYC 9B45,bench_stable,ssd_write_no_fsync,1669.03,4908234770,
2026-07-20T11:15:08,gcp-c4a-standard-48-lssd,Neoverse-V2,bench_stable,mem_random_read,34.98,1829571302,
2026-07-20T11:15:08,gcp-c4a-standard-48-lssd,Neoverse-V2,bench_stable,mem_random_write,19.00,3368675409,
2026-07-20T11:15:08,gcp-c4a-standard-48-lssd,Neoverse-V2,bench_stable,seq_mem_read_single,39876755.51,26926509195,
2026-07-20T11:15:08,gcp-c4a-standard-48-lssd,Neoverse-V2,bench_stable,seq_mem_read_threaded,3684106.58,291452432314,
2026-07-20T11:15:08,gcp-c4a-standard-48-lssd,Neoverse-V2,bench_stable,seq_mem_write_single,43351059.46,24768525554,
2026-07-20T11:15:08,gcp-c4a-standard-48-lssd,Neoverse-V2,bench_stable,seq_mem_write_threaded,6685181.57,160615207340,
2026-07-20T11:15:08,gcp-c4a-standard-48-lssd,Neoverse-V2,bench_stable,ssd_read_seq,877.11,9339797409,
2026-07-20T11:15:08,gcp-c4a-standard-48-lssd,Neoverse-V2,bench_stable,ssd_write_fsync,96242.07,85118697,
2026-07-20T11:15:08,gcp-c4a-standard-48-lssd,Neoverse-V2,bench_stable,ssd_write_no_fsync,1984.27,4128470369,
2026-07-20T11:19:50,aws-c7i.12xlarge,Intel Xeon Platinum 8488C,bench_stable,mem_random_read,40.86,1566506507,
2026-07-20T11:19:50,aws-c7i.12xlarge,Intel Xeon Platinum 8488C,bench_stable,mem_random_write,26.37,2427039973,
2026-07-20T11:19:50,aws-c7i.12xlarge,Intel Xeon Platinum 8488C,bench_stable,seq_mem_read_single,128543435.49,8353143978,
2026-07-20T11:19:50,aws-c7i.12xlarge,Intel Xeon Platinum 8488C,bench_stable,seq_mem_read_threaded,8416040.48,127582777935,
2026-07-20T11:19:50,aws-c7i.12xlarge,Intel Xeon Platinum 8488C,bench_stable,seq_mem_write_single,109161682.55,9836252052,
2026-07-20T11:19:50,aws-c7i.12xlarge,Intel Xeon Platinum 8488C,bench_stable,seq_mem_write_threaded,8615070.98,124635284637,
2026-07-20T11:19:50,aws-c7i.12xlarge,Intel Xeon Platinum 8488C,bench_stable,ssd_read_seq,62462.85,131149953,
2026-07-20T11:19:50,aws-c7i.12xlarge,Intel Xeon Platinum 8488C,bench_stable,ssd_write_fsync,4224033.37,1939379,
2026-07-20T11:19:50,aws-c7i.12xlarge,Intel Xeon Platinum 8488C,bench_stable,ssd_write_no_fsync,3110.46,2633698160,
2026-07-20T11:22:55,aws-c7a.12xlarge,AMD EPYC 9R14,bench_stable,mem_random_read,31.75,2015813136,
2026-07-20T11:22:55,aws-c7a.12xlarge,AMD EPYC 9R14,bench_stable,mem_random_write,31.44,2035748459,
2026-07-20T11:22:55,aws-c7a.12xlarge,AMD EPYC 9R14,bench_stable,seq_mem_read_single,28948506.47,37091441145,
2026-07-20T11:22:55,aws-c7a.12xlarge,AMD EPYC 9R14,bench_stable,seq_mem_read_threaded,5094663.73,210758134676,
2026-07-20T11:22:55,aws-c7a.12xlarge,AMD EPYC 9R14,bench_stable,seq_mem_write_single,39948340.31,26878258662,
2026-07-20T11:22:55,aws-c7a.12xlarge,AMD EPYC 9R14,bench_stable,seq_mem_write_threaded,8483282.68,126571501283,
2026-07-20T11:22:55,aws-c7a.12xlarge,AMD EPYC 9R14,bench_stable,ssd_read_seq,62464.03,131147482,
2026-07-20T11:22:55,aws-c7a.12xlarge,AMD EPYC 9R14,bench_stable,ssd_write_fsync,2841307.05,2883180,
2026-07-20T11:22:55,aws-c7a.12xlarge,AMD EPYC 9R14,bench_stable,ssd_write_no_fsync,3883.01,2109703856,
2026-07-20T11:25:59,aws-c7g.12xlarge,Neoverse-V1,bench_stable,mem_random_read,36.55,1751050886,
2026-07-20T11:25:59,aws-c7g.12xlarge,Neoverse-V1,bench_stable,mem_random_write,23.01,2780934681,
2026-07-20T11:25:59,aws-c7g.12xlarge,Neoverse-V1,bench_stable,seq_mem_read_single,34526460.50,31099099309,
2026-07-20T11:25:59,aws-c7g.12xlarge,Neoverse-V1,bench_stable,seq_mem_read_threaded,4128948.40,260052129231,
2026-07-20T11:25:59,aws-c7g.12xlarge,Neoverse-V1,bench_stable,seq_mem_write_single,40254034.93,26674141510,
2026-07-20T11:25:59,aws-c7g.12xlarge,Neoverse-V1,bench_stable,seq_mem_write_threaded,9502036.73,113001228569,
2026-07-20T11:25:59,aws-c7g.12xlarge,Neoverse-V1,bench_stable,ssd_read_seq,62467.13,131140966,
2026-07-20T11:25:59,aws-c7g.12xlarge,Neoverse-V1,bench_stable,ssd_write_fsync,2775270.89,2951784,
2026-07-20T11:25:59,aws-c7g.12xlarge,Neoverse-V1,bench_stable,ssd_write_no_fsync,3168.34,2585581230,
