date,machine,cpu,config,operation,latency_ns,throughput_bytes_s,commit
2026-06-24T11:06:52,gcp-c4-standard-48-lssd,Intel Xeon 6985P-C,bench_stable,mem_random_read,33.14,1931288198,
2026-06-24T11:06:52,gcp-c4-standard-48-lssd,Intel Xeon 6985P-C,bench_stable,mem_random_write,32.00,2000140353,
2026-06-24T11:06:52,gcp-c4-standard-48-lssd,Intel Xeon 6985P-C,bench_stable,seq_mem_read_single,44210648.52,24286950318,
2026-06-24T11:06:52,gcp-c4-standard-48-lssd,Intel Xeon 6985P-C,bench_stable,seq_mem_read_threaded,5496476.71,195350927479,
2026-06-24T11:06:52,gcp-c4-standard-48-lssd,Intel Xeon 6985P-C,bench_stable,seq_mem_write_single,93193851.40,11521595126,
2026-06-24T11:06:52,gcp-c4-standard-48-lssd,Intel Xeon 6985P-C,bench_stable,seq_mem_write_threaded,8604617.09,124786706044,
2026-06-24T11:06:52,gcp-c4-standard-48-lssd,Intel Xeon 6985P-C,bench_stable,ssd_read_seq,948.93,8632913537,
2026-06-24T11:06:52,gcp-c4-standard-48-lssd,Intel Xeon 6985P-C,bench_stable,ssd_write_fsync,177739.85,46089833,
2026-06-24T11:06:52,gcp-c4-standard-48-lssd,Intel Xeon 6985P-C,bench_stable,ssd_write_no_fsync,2021.49,4052466374,
2026-06-24T11:12:24,gcp-c4d-standard-48-lssd,AMD EPYC 9B45,bench_stable,mem_random_read,23.67,2703537399,
2026-06-24T11:12:24,gcp-c4d-standard-48-lssd,AMD EPYC 9B45,bench_stable,mem_random_write,21.61,2961286109,
2026-06-24T11:12:24,gcp-c4d-standard-48-lssd,AMD EPYC 9B45,bench_stable,seq_mem_read_single,22044958.46,48706910730,
2026-06-24T11:12:24,gcp-c4d-standard-48-lssd,AMD EPYC 9B45,bench_stable,seq_mem_read_threaded,7120388.81,150798201176,
2026-06-24T11:12:24,gcp-c4d-standard-48-lssd,AMD EPYC 9B45,bench_stable,seq_mem_write_single,35566206.40,30189945253,
2026-06-24T11:12:24,gcp-c4d-standard-48-lssd,AMD EPYC 9B45,bench_stable,seq_mem_write_threaded,10277024.93,104479830643,
2026-06-24T11:12:24,gcp-c4d-standard-48-lssd,AMD EPYC 9B45,bench_stable,ssd_read_seq,534.56,15324890746,
2026-06-24T11:12:24,gcp-c4d-standard-48-lssd,AMD EPYC 9B45,bench_stable,ssd_write_fsync,92926.25,88155931,
2026-06-24T11:12:24,gcp-c4d-standard-48-lssd,AMD EPYC 9B45,bench_stable,ssd_write_no_fsync,1663.21,4925414444,
2026-06-24T11:17:17,gcp-c4a-standard-48-lssd,Neoverse-V2,bench_stable,mem_random_read,34.90,1833718864,
2026-06-24T11:17:17,gcp-c4a-standard-48-lssd,Neoverse-V2,bench_stable,mem_random_write,19.20,3334095034,
2026-06-24T11:17:17,gcp-c4a-standard-48-lssd,Neoverse-V2,bench_stable,seq_mem_read_single,39594468.19,27118480768,
2026-06-24T11:17:17,gcp-c4a-standard-48-lssd,Neoverse-V2,bench_stable,seq_mem_read_threaded,3679069.40,291851473344,
2026-06-24T11:17:17,gcp-c4a-standard-48-lssd,Neoverse-V2,bench_stable,seq_mem_write_single,44575380.40,24088225708,
2026-06-24T11:17:17,gcp-c4a-standard-48-lssd,Neoverse-V2,bench_stable,seq_mem_write_threaded,7386136.06,145372602745,
2026-06-24T11:17:17,gcp-c4a-standard-48-lssd,Neoverse-V2,bench_stable,ssd_read_seq,870.87,9406684157,
2026-06-24T11:17:17,gcp-c4a-standard-48-lssd,Neoverse-V2,bench_stable,ssd_write_fsync,94397.88,86781610,
