date,machine,cpu,config,operation,latency_ns,throughput_bytes_s,commit
2026-06-19T11:37:42,gcp-c4-standard-48-lssd,Intel Xeon 6985P-C,bench_stable,mem_random_read,32.62,1961968082,
2026-06-19T11:37:42,gcp-c4-standard-48-lssd,Intel Xeon 6985P-C,bench_stable,mem_random_write,31.70,2018728360,
2026-06-19T11:37:42,gcp-c4-standard-48-lssd,Intel Xeon 6985P-C,bench_stable,seq_mem_read_single,46853179.60,22917160227,
2026-06-19T11:37:42,gcp-c4-standard-48-lssd,Intel Xeon 6985P-C,bench_stable,seq_mem_read_threaded,5484714.41,195769869483,
2026-06-19T11:37:42,gcp-c4-standard-48-lssd,Intel Xeon 6985P-C,bench_stable,seq_mem_write_single,91634548.44,11717652810,
2026-06-19T11:37:42,gcp-c4-standard-48-lssd,Intel Xeon 6985P-C,bench_stable,seq_mem_write_threaded,8498464.03,126345398457,
2026-06-19T11:37:42,gcp-c4-standard-48-lssd,Intel Xeon 6985P-C,bench_stable,ssd_read_seq,1033.94,7923112609,
2026-06-19T11:37:42,gcp-c4-standard-48-lssd,Intel Xeon 6985P-C,bench_stable,ssd_write_fsync,184041.79,44511630,
2026-06-19T11:37:42,gcp-c4-standard-48-lssd,Intel Xeon 6985P-C,bench_stable,ssd_write_no_fsync,2011.30,4072991107,
2026-06-19T11:42:30,gcp-c4d-standard-48-lssd,AMD EPYC 9B45,bench_stable,mem_random_read,20.23,3163928105,
2026-06-19T11:42:30,gcp-c4d-standard-48-lssd,AMD EPYC 9B45,bench_stable,mem_random_write,17.40,3678099486,
2026-06-19T11:42:30,gcp-c4d-standard-48-lssd,AMD EPYC 9B45,bench_stable,seq_mem_read_single,21614244.28,49677509436,
2026-06-19T11:42:30,gcp-c4d-standard-48-lssd,AMD EPYC 9B45,bench_stable,seq_mem_read_threaded,8056624.86,133274397449,
2026-06-19T11:42:30,gcp-c4d-standard-48-lssd,AMD EPYC 9B45,bench_stable,seq_mem_write_single,34450873.40,31167332438,
2026-06-19T11:42:30,gcp-c4d-standard-48-lssd,AMD EPYC 9B45,bench_stable,seq_mem_write_threaded,10209139.32,105174568630,
2026-06-19T11:42:30,gcp-c4d-standard-48-lssd,AMD EPYC 9B45,bench_stable,ssd_read_seq,521.44,15710379328,
2026-06-19T11:42:30,gcp-c4d-standard-48-lssd,AMD EPYC 9B45,bench_stable,ssd_write_fsync,94501.95,86686041,
2026-06-19T11:42:30,gcp-c4d-standard-48-lssd,AMD EPYC 9B45,bench_stable,ssd_write_no_fsync,1666.08,4916927832,
2026-06-19T11:47:17,gcp-c4a-standard-48-lssd,Neoverse-V2,bench_stable,mem_random_read,34.76,1841237393,
2026-06-19T11:47:17,gcp-c4a-standard-48-lssd,Neoverse-V2,bench_stable,mem_random_write,19.64,3259210429,
2026-06-19T11:47:17,gcp-c4a-standard-48-lssd,Neoverse-V2,bench_stable,seq_mem_read_single,39318595.67,27308753169,
2026-06-19T11:47:17,gcp-c4a-standard-48-lssd,Neoverse-V2,bench_stable,seq_mem_read_threaded,3440786.46,312062907132,
2026-06-19T11:47:17,gcp-c4a-standard-48-lssd,Neoverse-V2,bench_stable,seq_mem_write_single,43119920.61,24901294083,
2026-06-19T11:47:17,gcp-c4a-standard-48-lssd,Neoverse-V2,bench_stable,seq_mem_write_threaded,6847746.13,156802224145,
2026-06-19T11:47:17,gcp-c4a-standard-48-lssd,Neoverse-V2,bench_stable,ssd_read_seq,870.31,9412690235,
2026-06-19T11:47:17,gcp-c4a-standard-48-lssd,Neoverse-V2,bench_stable,ssd_write_fsync,99162.07,82612237,
2026-06-19T11:47:17,gcp-c4a-standard-48-lssd,Neoverse-V2,bench_stable,ssd_write_no_fsync,1976.42,4144860209,
2026-06-19T11:51:41,aws-c7i.12xlarge,Intel Xeon Platinum 8488C,bench_stable,mem_random_read,33.80,1893611137,
2026-06-19T11:51:41,aws-c7i.12xlarge,Intel Xeon Platinum 8488C,bench_stable,mem_random_write,22.83,2802777749,
2026-06-19T11:51:41,aws-c7i.12xlarge,Intel Xeon Platinum 8488C,bench_stable,seq_mem_read_single,87723423.72,12240081138,
2026-06-19T11:51:41,aws-c7i.12xlarge,Intel Xeon Platinum 8488C,bench_stable,seq_mem_read_threaded,5468283.52,196358111294,
2026-06-19T11:51:41,aws-c7i.12xlarge,Intel Xeon Platinum 8488C,bench_stable,seq_mem_write_single,87566435.43,12262025040,
2026-06-19T11:51:41,aws-c7i.12xlarge,Intel Xeon Platinum 8488C,bench_stable,seq_mem_write_threaded,7219112.22,148735993017,
2026-06-19T11:51:41,aws-c7i.12xlarge,Intel Xeon Platinum 8488C,bench_stable,ssd_read_seq,62463.31,131148997,
2026-06-19T11:51:41,aws-c7i.12xlarge,Intel Xeon Platinum 8488C,bench_stable,ssd_write_fsync,3739562.47,2190631,
2026-06-19T11:51:41,aws-c7i.12xlarge,Intel Xeon Platinum 8488C,bench_stable,ssd_write_no_fsync,3241.48,2527242187,
2026-06-19T11:54:45,aws-c7a.12xlarge,AMD EPYC 9R14,bench_stable,mem_random_read,27.96,2288667437,
2026-06-19T11:54:45,aws-c7a.12xlarge,AMD EPYC 9R14,bench_stable,mem_random_write,28.53,2242869933,
2026-06-19T11:54:45,aws-c7a.12xlarge,AMD EPYC 9R14,bench_stable,seq_mem_read_single,28618983.99,37518516532,
2026-06-19T11:54:45,aws-c7a.12xlarge,AMD EPYC 9R14,bench_stable,seq_mem_read_threaded,4870533.15,220456732767,
2026-06-19T11:54:45,aws-c7a.12xlarge,AMD EPYC 9R14,bench_stable,seq_mem_write_single,38895264.20,27605978418,
2026-06-19T11:54:45,aws-c7a.12xlarge,AMD EPYC 9R14,bench_stable,seq_mem_write_threaded,7756855.98,138424875620,
2026-06-19T11:54:45,aws-c7a.12xlarge,AMD EPYC 9R14,bench_stable,ssd_read_seq,62463.52,131148553,
2026-06-19T11:54:45,aws-c7a.12xlarge,AMD EPYC 9R14,bench_stable,ssd_write_fsync,2853105.06,2871258,
2026-06-19T11:54:45,aws-c7a.12xlarge,AMD EPYC 9R14,bench_stable,ssd_write_no_fsync,3805.50,2152675888,
2026-06-19T11:57:59,aws-c7g.12xlarge,Neoverse-V1,bench_stable,mem_random_read,37.44,1709537660,
2026-06-19T11:57:59,aws-c7g.12xlarge,Neoverse-V1,bench_stable,mem_random_write,23.42,2733033183,
2026-06-19T11:57:59,aws-c7g.12xlarge,Neoverse-V1,bench_stable,seq_mem_read_single,35290334.94,30425945966,
2026-06-19T11:57:59,aws-c7g.12xlarge,Neoverse-V1,bench_stable,seq_mem_read_threaded,4142181.79,259221318471,
